sequence,offset,conf,x1,y1,x2,y2,W,H,tile_x0,tile_y0
20170708_Whittier_syp-n-mobo-m,601,0.3308,1512.3,1024.2,1597.5,1064.7,3072,2048,896,1024
20170708_Whittier_syp-n-mobo-m,601,0.1871,2267.1,1286.3,2328.5,1337.7,3072,2048,1792,1024
20170708_Whittier_syp-n-mobo-m,601,0.1775,1844.3,1094.0,1894.1,1121.8,3072,2048,1792,1024
20170708_Whittier_syp-n-mobo-m,601,0.1857,2267.2,1286.3,2328.4,1337.7,3072,2048,2048,1024
20170708_Whittier_syp-n-mobo-m,661,0.1353,247.2,1088.5,306.2,1134.5,3072,2048,0,896
20170708_Whittier_syp-n-mobo-m,661,0.3392,1844.0,1094.0,1894.7,1121.9,3072,2048,1792,896
20170708_Whittier_syp-n-mobo-m,661,0.1487,2266.8,1286.4,2328.6,1337.6,3072,2048,1792,896
20170708_Whittier_syp-n-mobo-m,661,0.1681,2266.8,1286.4,2328.6,1337.6,3072,2048,2048,896
20170708_Whittier_syp-n-mobo-m,661,0.2463,247.2,1088.5,306.2,1134.6,3072,2048,0,1024
20170708_Whittier_syp-n-mobo-m,661,0.3623,1844.0,1093.9,1894.7,1121.9,3072,2048,1792,1024
20170708_Whittier_syp-n-mobo-m,661,0.1567,2266.8,1286.4,2328.6,1337.6,3072,2048,1792,1024
20170708_Whittier_syp-n-mobo-m,661,0.1680,2266.8,1286.4,2328.6,1337.6,3072,2048,2048,1024
20170708_Whittier_syp-n-mobo-m,721,0.1758,1844.4,1094.1,1894.1,1121.9,3072,2048,1792,896
20170708_Whittier_syp-n-mobo-m,721,0.1166,2266.9,1286.6,2328.4,1336.9,3072,2048,1792,896
20170708_Whittier_syp-n-mobo-m,721,0.1347,2266.8,1286.6,2328.5,1336.9,3072,2048,2048,896
20170708_Whittier_syp-n-mobo-m,721,0.1467,246.6,1088.1,306.7,1134.2,3072,2048,0,1024
20170708_Whittier_syp-n-mobo-m,721,0.2658,1844.3,1093.9,1894.4,1122.0,3072,2048,1792,1024
20170708_Whittier_syp-n-mobo-m,721,0.1212,2266.9,1286.6,2328.5,1336.9,3072,2048,1792,1024
20170708_Whittier_syp-n-mobo-m,721,0.1320,2266.9,1286.6,2328.4,1336.9,3072,2048,2048,1024
20170708_Whittier_syp-n-mobo-m,781,0.1182,2267.1,1286.1,2328.4,1337.2,3072,2048,1792,896
20170708_Whittier_syp-n-mobo-m,781,0.1404,2266.9,1286.1,2330.6,1337.3,3072,2048,2048,896
20170708_Whittier_syp-n-mobo-m,781,0.1521,246.7,1089.7,303.8,1135.0,3072,2048,0,1024
20170708_Whittier_syp-n-mobo-m,781,0.1425,2267.1,1286.1,2328.5,1337.2,3072,2048,1792,1024
20170708_Whittier_syp-n-mobo-m,781,0.1501,2266.9,1286.1,2330.5,1337.3,3072,2048,2048,1024
20170708_Whittier_syp-n-mobo-m,841,0.1402,2824.9,534.5,2866.2,587.5,3072,2048,2048,0
20170708_Whittier_syp-n-mobo-m,841,0.1144,1844.3,1093.9,1894.4,1122.1,3072,2048,1792,896
20170708_Whittier_syp-n-mobo-m,841,0.1096,2267.0,1286.2,2328.9,1337.6,3072,2048,2048,896
20170708_Whittier_syp-n-mobo-m,841,0.1151,246.5,1090.2,304.4,1135.1,3072,2048,0,1024
20170708_Whittier_syp-n-mobo-m,841,0.2339,1844.2,1093.7,1894.7,1122.2,3072,2048,1792,1024
20170708_Whittier_syp-n-mobo-m,841,0.1090,2267.0,1286.2,2328.9,1337.6,3072,2048,1792,1024
20170708_Whittier_syp-n-mobo-m,841,0.1176,2267.0,1286.2,2328.9,1337.6,3072,2048,2048,1024
20170708_Whittier_syp-n-mobo-m,901,0.1595,246.6,1088.7,305.5,1134.7,3072,2048,0,896
20170708_Whittier_syp-n-mobo-m,901,0.3251,1844.2,1094.1,1894.0,1122.1,3072,2048,1792,896
20170708_Whittier_syp-n-mobo-m,901,0.1247,2267.0,1286.7,2328.6,1337.6,3072,2048,1792,896
20170708_Whittier_syp-n-mobo-m,901,0.1599,2267.0,1286.7,2328.6,1337.6,3072,2048,2048,896
20170708_Whittier_syp-n-mobo-m,901,0.2668,246.7,1088.7,305.6,1134.7,3072,2048,0,1024
20170708_Whittier_syp-n-mobo-m,901,0.4921,1844.2,1094.0,1894.1,1122.2,3072,2048,1792,1024
20170708_Whittier_syp-n-mobo-m,901,0.1405,2267.0,1286.7,2328.6,1337.6,3072,2048,1792,1024
20170708_Whittier_syp-n-mobo-m,901,0.1712,2267.0,1286.7,2328.6,1337.5,3072,2048,2048,1024
20170708_Whittier_syp-n-mobo-m,961,0.1771,246.4,1089.2,303.8,1134.8,3072,2048,0,896
20170708_Whittier_syp-n-mobo-m,961,0.1281,2267.1,1286.3,2328.4,1337.6,3072,2048,1792,896
20170708_Whittier_syp-n-mobo-m,961,0.1485,2267.1,1286.3,2328.4,1337.6,3072,2048,2048,896
20170708_Whittier_syp-n-mobo-m,961,0.2528,246.6,1088.5,305.2,1134.7,3072,2048,0,1024
20170708_Whittier_syp-n-mobo-m,961,0.2876,1844.1,1094.0,1894.8,1121.9,3072,2048,1792,1024
20170708_Whittier_syp-n-mobo-m,961,0.1572,2267.1,1286.3,2328.4,1337.6,3072,2048,1792,1024
20170708_Whittier_syp-n-mobo-m,961,0.1585,2267.1,1286.3,2328.3,1337.6,3072,2048,2048,1024
20170708_Whittier_syp-n-mobo-m,1021,0.1731,246.4,1089.3,304.8,1134.8,3072,2048,0,896
20170708_Whittier_syp-n-mobo-m,1021,0.2433,1844.4,1094.0,1893.8,1121.6,3072,2048,1792,896
20170708_Whittier_syp-n-mobo-m,1021,0.1153,2266.9,1286.3,2328.6,1337.6,3072,2048,1792,896
20170708_Whittier_syp-n-mobo-m,1021,0.1619,2266.6,1286.4,2330.9,1337.6,3072,2048,2048,896
20170708_Whittier_syp-n-mobo-m,1021,0.2735,246.5,1089.1,304.9,1134.7,3072,2048,0,1024
20170708_Whittier_syp-n-mobo-m,1021,0.4447,1844.6,1094.2,1893.2,1121.5,3072,2048,1792,1024
20170708_Whittier_syp-n-mobo-m,1021,0.1288,2266.9,1286.4,2328.7,1337.6,3072,2048,1792,1024
20170708_Whittier_syp-n-mobo-m,1021,0.1559,2267.0,1286.3,2328.6,1337.6,3072,2048,2048,1024
20170708_Whittier_syp-n-mobo-m,1081,0.2354,246.5,1088.3,304.8,1134.3,3072,2048,0,896
20170708_Whittier_syp-n-mobo-m,1081,0.2862,1844.4,1093.7,1894.0,1121.6,3072,2048,1792,896
20170708_Whittier_syp-n-mobo-m,1081,0.1397,2266.8,1286.4,2330.9,1337.8,3072,2048,1792,896
20170708_Whittier_syp-n-mobo-m,1081,0.1667,2266.8,1286.4,2330.9,1337.7,3072,2048,2048,896
20170708_Whittier_syp-n-mobo-m,1081,0.3682,246.5,1088.2,304.9,1134.4,3072,2048,0,1024
20170708_Whittier_syp-n-mobo-m,1081,0.1255,1513.0,1024.0,1605.0,1069.6,3072,2048,896,1024
20170708_Whittier_syp-n-mobo-m,1081,0.4706,1844.3,1093.5,1894.2,1121.7,3072,2048,1792,1024
20170708_Whittier_syp-n-mobo-m,1081,0.1589,2266.8,1286.4,2330.9,1337.8,3072,2048,1792,1024
20170708_Whittier_syp-n-mobo-m,1081,0.1818,2266.9,1286.4,2330.9,1337.7,3072,2048,2048,1024
20170708_Whittier_syp-n-mobo-m,1141,0.3283,246.7,1088.3,305.3,1134.7,3072,2048,0,896
20170708_Whittier_syp-n-mobo-m,1141,0.4050,1844.4,1093.8,1894.3,1121.6,3072,2048,1792,896
20170708_Whittier_syp-n-mobo-m,1141,0.1091,2266.7,1286.0,2331.3,1337.0,3072,2048,2048,896
20170708_Whittier_syp-n-mobo-m,1141,0.4234,246.7,1088.2,305.4,1134.7,3072,2048,0,1024
20170708_Whittier_syp-n-mobo-m,1141,0.3878,1844.4,1093.7,1894.4,1121.6,3072,2048,1792,1024
20170708_Whittier_syp-n-mobo-m,1141,0.1015,2266.8,1286.0,2331.2,1337.0,3072,2048,2048,1024
20170708_Whittier_syp-n-mobo-m,1201,0.2438,247.5,1088.2,307.1,1134.7,3072,2048,0,896
20170708_Whittier_syp-n-mobo-m,1201,0.2092,2267.2,1285.8,2327.5,1337.2,3072,2048,1792,896
20170708_Whittier_syp-n-mobo-m,1201,0.1105,1845.0,1093.8,1893.7,1121.2,3072,2048,1792,896
20170708_Whittier_syp-n-mobo-m,1201,0.2368,2267.2,1285.8,2327.6,1337.2,3072,2048,2048,896
20170708_Whittier_syp-n-mobo-m,1201,0.3595,247.5,1088.1,307.1,1134.7,3072,2048,0,1024
20170708_Whittier_syp-n-mobo-m,1201,0.2370,2267.2,1285.8,2327.6,1337.2,3072,2048,1792,1024
20170708_Whittier_syp-n-mobo-m,1201,0.2059,1844.9,1093.6,1894.1,1121.3,3072,2048,1792,1024
20170708_Whittier_syp-n-mobo-m,1201,0.2498,2267.2,1285.8,2327.5,1337.2,3072,2048,2048,1024
20170708_Whittier_syp-n-mobo-m,1261,0.2461,246.9,1088.0,307.0,1134.3,3072,2048,0,896
20170708_Whittier_syp-n-mobo-m,1261,0.1992,2267.1,1285.9,2328.0,1337.0,3072,2048,1792,896
20170708_Whittier_syp-n-mobo-m,1261,0.1695,1844.6,1094.9,1894.1,1121.5,3072,2048,1792,896
20170708_Whittier_syp-n-mobo-m,1261,0.2197,2267.1,1285.9,2328.0,1337.0,3072,2048,2048,896
20170708_Whittier_syp-n-mobo-m,1261,0.3767,246.9,1088.0,307.1,1134.3,3072,2048,0,1024
20170708_Whittier_syp-n-mobo-m,1261,0.2496,1844.6,1094.8,1894.2,1121.5,3072,2048,1792,1024
20170708_Whittier_syp-n-mobo-m,1261,0.2205,2267.1,1285.9,2328.1,1337.0,3072,2048,1792,1024
20170708_Whittier_syp-n-mobo-m,1261,0.2322,2267.1,1285.9,2328.0,1337.0,3072,2048,2048,1024
20170708_Whittier_syp-n-mobo-m,1321,0.1398,246.6,1089.3,304.5,1134.6,3072,2048,0,896
20170708_Whittier_syp-n-mobo-m,1321,0.2026,2267.1,1285.5,2327.9,1337.2,3072,2048,1792,896
20170708_Whittier_syp-n-mobo-m,1321,0.1097,1844.6,1093.5,1894.6,1121.5,3072,2048,1792,896
20170708_Whittier_syp-n-mobo-m,1321,0.2823,2266.6,1284.0,2335.0,1337.3,3072,2048,2048,896
20170708_Whittier_syp-n-mobo-m,1321,0.2060,246.7,1089.1,304.8,1134.6,3072,2048,0,1024
20170708_Whittier_syp-n-mobo-m,1321,0.2784,1844.5,1093.2,1894.8,1121.7,3072,2048,1792,1024
20170708_Whittier_syp-n-mobo-m,1321,0.2631,2266.6,1284.0,2335.0,1337.3,3072,2048,1792,1024
20170708_Whittier_syp-n-mobo-m,1321,0.2886,2266.7,1284.0,2334.9,1337.3,3072,2048,2048,1024
20170708_Whittier_syp-n-mobo-m,1381,0.1714,247.3,1088.1,308.1,1134.7,3072,2048,0,896
20170708_Whittier_syp-n-mobo-m,1381,0.1722,2266.7,1285.7,2330.0,1336.8,3072,2048,1792,896
20170708_Whittier_syp-n-mobo-m,1381,0.1062,1844.6,1094.2,1894.4,1121.3,3072,2048,1792,896
20170708_Whittier_syp-n-mobo-m,1381,0.1795,2266.7,1285.7,2330.0,1336.8,3072,2048,2048,896
20170708_Whittier_syp-n-mobo-m,1381,0.2713,247.3,1088.0,308.0,1134.7,3072,2048,0,1024
20170708_Whittier_syp-n-mobo-m,1381,0.1810,2266.7,1285.7,2330.1,1336.9,3072,2048,1792,1024
20170708_Whittier_syp-n-mobo-m,1381,0.1697,1844.5,1094.1,1894.6,1121.3,3072,2048,1792,1024
20170708_Whittier_syp-n-mobo-m,1381,0.1847,2266.7,1285.7,2330.0,1336.8,3072,2048,2048,1024
20170708_Whittier_syp-n-mobo-m,1441,0.1249,246.9,1089.6,304.3,1134.6,3072,2048,0,896
20170708_Whittier_syp-n-mobo-m,1441,0.2050,247.0,1088.7,306.0,1134.7,3072,2048,0,1024
20170708_Whittier_syp-n-mobo-m,1441,0.1389,1844.3,1093.8,1895.3,1121.6,3072,2048,1792,1024
20170708_Whittier_syp-n-mobo-m,1501,0.3412,246.7,1088.0,305.7,1134.5,3072,2048,0,896
20170708_Whittier_syp-n-mobo-m,1501,0.1337,2266.8,1285.8,2330.5,1337.0,3072,2048,1792,896
20170708_Whittier_syp-n-mobo-m,1501,0.1134,1844.5,1094.1,1894.4,1121.5,3072,2048,1792,896
20170708_Whittier_syp-n-mobo-m,1501,0.1681,2266.8,1285.8,2330.5,1337.0,3072,2048,2048,896
20170708_Whittier_syp-n-mobo-m,1501,0.4180,246.7,1087.9,305.8,1134.5,3072,2048,0,1024
20170708_Whittier_syp-n-mobo-m,1501,0.3049,1844.3,1094.0,1894.7,1121.7,3072,2048,1792,1024
20170708_Whittier_syp-n-mobo-m,1501,0.1664,2266.8,1285.8,2330.5,1337.0,3072,2048,1792,1024
20170708_Whittier_syp-n-mobo-m,1501,0.1805,2266.8,1285.8,2330.4,1337.0,3072,2048,2048,1024
20170708_Whittier_syp-n-mobo-m,1561,0.2156,246.8,1087.8,306.4,1134.8,3072,2048,0,896
20170708_Whittier_syp-n-mobo-m,1561,0.1729,2267.1,1285.6,2327.7,1336.9,3072,2048,1792,896
20170708_Whittier_syp-n-mobo-m,1561,0.2004,2267.1,1285.6,2327.7,1336.8,3072,2048,2048,896
20170708_Whittier_syp-n-mobo-m,1561,0.3522,246.8,1087.9,306.4,1134.8,3072,2048,0,1024
20170708_Whittier_syp-n-mobo-m,1561,0.2450,1844.8,1093.7,1894.2,1121.6,3072,2048,1792,1024
20170708_Whittier_syp-n-mobo-m,1561,0.1930,2267.1,1285.5,2327.7,1336.9,3072,2048,1792,1024
20170708_Whittier_syp-n-mobo-m,1561,0.2109,2267.1,1285.5,2327.6,1336.8,3072,2048,2048,1024
20170708_Whittier_syp-n-mobo-m,1621,0.3292,246.8,1088.0,306.0,1134.8,3072,2048,0,896
20170708_Whittier_syp-n-mobo-m,1621,0.2891,2266.7,1284.4,2336.2,1337.1,3072,2048,1792,896
20170708_Whittier_syp-n-mobo-m,1621,0.3334,2266.7,1284.4,2336.1,1337.1,3072,2048,2048,896
20170708_Whittier_syp-n-mobo-m,1621,0.4386,246.8,1088.1,306.0,1134.9,3072,2048,0,1024
20170708_Whittier_syp-n-mobo-m,1621,0.3159,2266.7,1284.4,2336.2,1337.1,3072,2048,1792,1024
20170708_Whittier_syp-n-mobo-m,1621,0.2847,1844.6,1093.9,1894.1,1121.2,3072,2048,1792,1024
20170708_Whittier_syp-n-mobo-m,1621,0.1284,1792.0,1042.0,1842.7,1073.8,3072,2048,1792,1024
20170708_Whittier_syp-n-mobo-m,1621,0.3371,2266.8,1284.4,2336.0,1337.1,3072,2048,2048,1024
20170708_Whittier_syp-n-mobo-m,1681,0.2723,1844.0,1096.0,1890.7,1121.8,3072,2048,1792,896
20170708_Whittier_syp-n-mobo-m,1681,0.1902,2267.1,1286.0,2328.1,1337.3,3072,2048,1792,896
20170708_Whittier_syp-n-mobo-m,1681,0.2354,2267.1,1286.0,2328.1,1337.2,3072,2048,2048,896
20170708_Whittier_syp-n-mobo-m,1681,0.1228,1843.4,1095.6,1890.6,1121.7,3072,2048,896,1024
20170708_Whittier_syp-n-mobo-m,1681,0.5180,1843.8,1095.6,1891.3,1121.9,3072,2048,1792,1024
20170708_Whittier_syp-n-mobo-m,1681,0.2167,2267.1,1286.0,2328.1,1337.3,3072,2048,1792,1024
20170708_Whittier_syp-n-mobo-m,1681,0.2469,2267.1,1286.0,2328.1,1337.2,3072,2048,2048,1024
20170708_Whittier_syp-n-mobo-m,1741,0.1811,247.3,1088.3,306.5,1134.7,3072,2048,0,896
20170708_Whittier_syp-n-mobo-m,1741,0.1581,2266.6,1286.0,2330.8,1337.1,3072,2048,1792,896
20170708_Whittier_syp-n-mobo-m,1741,0.1507,1844.8,1097.3,1888.6,1121.3,3072,2048,1792,896
20170708_Whittier_syp-n-mobo-m,1741,0.2114,2266.5,1284.2,2335.7,1336.9,3072,2048,2048,896
20170708_Whittier_syp-n-mobo-m,1741,0.3015,247.3,1088.1,306.5,1134.7,3072,2048,0,1024
20170708_Whittier_syp-n-mobo-m,1741,0.1215,1844.5,1096.8,1890.7,1121.5,3072,2048,896,1024
20170708_Whittier_syp-n-mobo-m,1741,0.4624,1844.2,1096.8,1890.0,1121.7,3072,2048,1792,1024
20170708_Whittier_syp-n-mobo-m,1741,0.1809,2266.6,1286.0,2330.9,1337.1,3072,2048,1792,1024
20170708_Whittier_syp-n-mobo-m,1741,0.2151,2266.5,1284.2,2335.6,1336.9,3072,2048,2048,1024
20170708_Whittier_syp-n-mobo-m,1801,0.3907,246.6,1088.0,307.6,1134.3,3072,2048,0,896
20170708_Whittier_syp-n-mobo-m,1801,0.1418,1844.9,1099.2,1877.2,1121.5,3072,2048,1792,896
20170708_Whittier_syp-n-mobo-m,1801,0.1048,2266.6,1286.0,2330.3,1337.2,3072,2048,1792,896
20170708_Whittier_syp-n-mobo-m,1801,0.1219,2266.6,1286.0,2330.2,1337.2,3072,2048,2048,896
20170708_Whittier_syp-n-mobo-m,1801,0.4507,246.3,1087.7,308.2,1134.3,3072,2048,0,1024
20170708_Whittier_syp-n-mobo-m,1801,0.1072,1844.7,1099.0,1877.6,1121.6,3072,2048,896,1024
20170708_Whittier_syp-n-mobo-m,1801,0.3082,1844.6,1098.9,1877.9,1121.8,3072,2048,1792,1024
20170708_Whittier_syp-n-mobo-m,1801,0.1263,2266.6,1286.0,2330.3,1337.2,3072,2048,1792,1024
20170708_Whittier_syp-n-mobo-m,1801,0.1251,2266.6,1286.0,2330.2,1337.2,3072,2048,2048,1024
20170708_Whittier_syp-n-mobo-m,1861,0.1783,247.0,1088.3,308.4,1134.7,3072,2048,0,896
20170708_Whittier_syp-n-mobo-m,1861,0.1216,2266.5,1286.1,2330.3,1337.4,3072,2048,1792,896
20170708_Whittier_syp-n-mobo-m,1861,0.1315,2266.5,1286.0,2330.3,1337.4,3072,2048,2048,896
20170708_Whittier_syp-n-mobo-m,1861,0.2801,247.0,1088.1,308.4,1134.7,3072,2048,0,1024
20170708_Whittier_syp-n-mobo-m,1861,0.1448,2266.5,1286.1,2330.4,1337.4,3072,2048,1792,1024
20170708_Whittier_syp-n-mobo-m,1861,0.1184,1845.1,1098.7,1877.6,1121.7,3072,2048,1792,1024
20170708_Whittier_syp-n-mobo-m,1861,0.1348,2266.5,1286.0,2330.3,1337.4,3072,2048,2048,1024
20170708_Whittier_syp-n-mobo-m,1921,0.3369,247.0,1088.4,306.0,1134.6,3072,2048,0,896
20170708_Whittier_syp-n-mobo-m,1921,0.1864,2266.7,1285.9,2329.8,1336.9,3072,2048,1792,896
20170708_Whittier_syp-n-mobo-m,1921,0.1625,2266.7,1285.9,2329.8,1336.9,3072,2048,2048,896
20170708_Whittier_syp-n-mobo-m,1921,0.4561,247.0,1088.4,306.1,1134.6,3072,2048,0,1024
20170708_Whittier_syp-n-mobo-m,1921,0.2036,2266.7,1285.9,2329.9,1336.9,3072,2048,1792,1024
20170708_Whittier_syp-n-mobo-m,1921,0.1701,2266.7,1285.9,2329.8,1336.9,3072,2048,2048,1024
20170708_Whittier_syp-n-mobo-m,1981,0.3498,247.1,1088.1,305.9,1134.8,3072,2048,0,896
20170708_Whittier_syp-n-mobo-m,1981,0.1691,2266.6,1285.6,2329.3,1337.0,3072,2048,1792,896
20170708_Whittier_syp-n-mobo-m,1981,0.1521,2266.7,1285.5,2329.3,1337.0,3072,2048,2048,896
20170708_Whittier_syp-n-mobo-m,1981,0.4550,247.1,1088.1,305.9,1134.9,3072,2048,0,1024
20170708_Whittier_syp-n-mobo-m,1981,0.1941,2266.6,1285.5,2329.3,1337.0,3072,2048,1792,1024
20170708_Whittier_syp-n-mobo-m,1981,0.1705,2266.7,1285.5,2329.2,1337.0,3072,2048,2048,1024
20170708_Whittier_syp-n-mobo-m,2041,0.1853,247.0,1088.4,306.0,1134.8,3072,2048,0,896
20170708_Whittier_syp-n-mobo-m,2041,0.3152,2266.6,1284.0,2335.1,1336.9,3072,2048,1792,896
20170708_Whittier_syp-n-mobo-m,2041,0.2032,2266.6,1284.0,2335.0,1336.8,3072,2048,2048,896
20170708_Whittier_syp-n-mobo-m,2041,0.2993,247.0,1088.4,306.1,1134.9,3072,2048,0,1024
20170708_Whittier_syp-n-mobo-m,2041,0.3275,2266.6,1284.0,2335.0,1336.8,3072,2048,1792,1024
20170708_Whittier_syp-n-mobo-m,2041,0.2203,2266.6,1284.0,2335.0,1336.8,3072,2048,2048,1024
20170708_Whittier_syp-n-mobo-m,2101,0.1554,246.8,1087.9,305.7,1134.5,3072,2048,0,896
20170708_Whittier_syp-n-mobo-m,2101,0.2004,2266.8,1285.7,2328.0,1336.9,3072,2048,1792,896
20170708_Whittier_syp-n-mobo-m,2101,0.1448,2266.8,1285.7,2327.9,1336.9,3072,2048,2048,896
20170708_Whittier_syp-n-mobo-m,2101,0.3025,246.8,1087.9,305.8,1134.6,3072,2048,0,1024
20170708_Whittier_syp-n-mobo-m,2101,0.2238,2266.5,1285.7,2330.0,1337.0,3072,2048,1792,1024
20170708_Whittier_syp-n-mobo-m,2101,0.1602,2266.8,1285.7,2327.9,1336.9,3072,2048,2048,1024
20170708_Whittier_syp-n-mobo-m,2161,0.2213,246.8,1088.1,305.5,1134.8,3072,2048,0,896
20170708_Whittier_syp-n-mobo-m,2161,0.3464,2266.8,1284.3,2334.4,1337.3,3072,2048,1792,896
20170708_Whittier_syp-n-mobo-m,2161,0.2489,2267.2,1286.0,2328.2,1337.2,3072,2048,2048,896
20170708_Whittier_syp-n-mobo-m,2161,0.3555,246.9,1088.1,305.6,1134.9,3072,2048,0,1024
20170708_Whittier_syp-n-mobo-m,2161,0.3644,2266.8,1284.4,2334.4,1337.3,3072,2048,1792,1024
20170708_Whittier_syp-n-mobo-m,2161,0.2860,2266.8,1284.3,2334.3,1337.3,3072,2048,2048,1024
20170708_Whittier_syp-n-mobo-m,2221,0.1589,247.1,1089.2,303.6,1134.5,3072,2048,0,896
20170708_Whittier_syp-n-mobo-m,2221,0.2162,2266.9,1285.8,2330.9,1337.4,3072,2048,1792,896
20170708_Whittier_syp-n-mobo-m,2221,0.1514,2267.0,1285.8,2330.8,1337.4,3072,2048,2048,896
20170708_Whittier_syp-n-mobo-m,2221,0.2457,247.1,1089.1,303.7,1134.5,3072,2048,0,1024
20170708_Whittier_syp-n-mobo-m,2221,0.2220,2267.0,1285.8,2330.9,1337.4,3072,2048,1792,1024
20170708_Whittier_syp-n-mobo-m,2221,0.1765,2267.0,1285.8,2330.8,1337.4,3072,2048,2048,1024
20170708_Whittier_syp-n-mobo-m,2281,0.3044,247.2,1088.1,305.4,1134.6,3072,2048,0,896
20170708_Whittier_syp-n-mobo-m,2281,0.2921,2266.6,1284.0,2335.3,1337.2,3072,2048,1792,896
20170708_Whittier_syp-n-mobo-m,2281,0.1917,2266.8,1285.6,2330.6,1337.1,3072,2048,2048,896
20170708_Whittier_syp-n-mobo-m,2281,0.4343,247.2,1088.1,305.5,1134.6,3072,2048,0,1024
20170708_Whittier_syp-n-mobo-m,2281,0.3087,2266.6,1284.0,2335.2,1337.2,3072,2048,1792,1024
20170708_Whittier_syp-n-mobo-m,2281,0.2072,2266.8,1285.6,2330.5,1337.1,3072,2048,2048,1024
20170708_Whittier_syp-n-mobo-m,2341,0.2689,2266.7,1285.6,2330.4,1336.9,3072,2048,1792,896
20170708_Whittier_syp-n-mobo-m,2341,0.2198,2266.7,1285.6,2330.3,1337.0,3072,2048,2048,896
20170708_Whittier_syp-n-mobo-m,2341,0.1574,246.8,1089.2,304.8,1134.7,3072,2048,0,1024
20170708_Whittier_syp-n-mobo-m,2341,0.2698,2266.7,1285.7,2330.3,1336.9,3072,2048,1792,1024
20170708_Whittier_syp-n-mobo-m,2341,0.2298,2266.8,1285.6,2330.2,1336.9,3072,2048,2048,1024
20170711_FIRE_bl-e-mobo-c,360,0.1292,1830.7,738.4,1865.4,757.5,2048,1536,896,512
20170711_FIRE_bl-e-mobo-c,360,0.1635,1830.8,738.4,1865.4,757.5,2048,1536,1024,512
20170711_FIRE_bl-e-mobo-c,540,0.2332,1841.1,737.2,1870.4,757.2,2048,1536,896,0
20170711_FIRE_bl-e-mobo-c,540,0.2745,1842.1,737.3,1870.8,756.9,2048,1536,1024,0
20170711_FIRE_bl-e-mobo-c,540,0.3369,1842.3,737.4,1870.5,756.9,2048,1536,896,512
20170711_FIRE_bl-e-mobo-c,540,0.3796,1842.5,737.4,1870.5,756.8,2048,1536,1024,512
20170711_FIRE_bl-e-mobo-c,780,0.3313,1831.1,691.1,1877.0,756.8,2048,1536,896,0
20170711_FIRE_bl-e-mobo-c,780,0.4503,1833.3,690.8,1876.5,756.8,2048,1536,1024,0
20170711_FIRE_bl-e-mobo-c,780,0.4087,1830.6,691.3,1876.6,756.7,2048,1536,896,512
20170711_FIRE_bl-e-mobo-c,780,0.5592,1832.7,690.8,1876.2,756.7,2048,1536,1024,512
20170711_FIRE_bl-e-mobo-c,840,0.1043,1835.3,682.3,1878.5,756.7,2048,1536,896,0
20170711_FIRE_bl-e-mobo-c,840,0.2219,1836.2,682.2,1878.4,756.8,2048,1536,1024,0
20170711_FIRE_bl-e-mobo-c,840,0.1423,1835.2,682.2,1877.9,756.6,2048,1536,896,512
20170711_FIRE_bl-e-mobo-c,840,0.3689,1837.3,682.9,1877.7,756.8,2048,1536,1024,512
20170711_FIRE_bl-e-mobo-c,1020,0.1693,1822.1,686.3,1877.1,757.5,2048,1536,896,0
20170711_FIRE_bl-e-mobo-c,1020,0.2177,1822.7,686.5,1877.2,757.4,2048,1536,1024,0
20170711_FIRE_bl-e-mobo-c,1020,0.2920,1821.3,686.1,1876.9,757.3,2048,1536,896,512
20170711_FIRE_bl-e-mobo-c,1020,0.3878,1821.9,686.3,1877.1,757.2,2048,1536,1024,512
20170711_FIRE_bl-e-mobo-c,1260,0.1754,1843.2,721.5,1877.8,755.8,2048,1536,896,0
20170711_FIRE_bl-e-mobo-c,1260,0.1423,1809.2,690.2,1878.7,756.5,2048,1536,896,0
20170711_FIRE_bl-e-mobo-c,1260,0.1930,1843.2,721.6,1877.7,755.7,2048,1536,1024,0
20170711_FIRE_bl-e-mobo-c,1260,0.1341,1809.1,689.3,1878.7,756.4,2048,1536,1024,0
20170711_FIRE_bl-e-mobo-c,1260,0.2051,1843.4,721.6,1877.7,755.7,2048,1536,896,512
20170711_FIRE_bl-e-mobo-c,1260,0.1903,1808.1,689.4,1878.6,756.5,2048,1536,896,512
20170711_FIRE_bl-e-mobo-c,1260,0.2439,1843.3,721.7,1877.7,755.6,2048,1536,1024,512
20170711_FIRE_bl-e-mobo-c,1260,0.1846,1808.1,688.3,1878.6,756.4,2048,1536,1024,512
20170711_FIRE_bl-e-mobo-c,1320,0.1058,1836.1,712.0,1878.1,755.3,2048,1536,1024,0
20170711_FIRE_bl-e-mobo-c,1320,0.1672,1836.2,712.0,1878.0,755.4,2048,1536,1024,512
20170711_FIRE_bl-e-mobo-c,1380,0.1041,1837.2,710.4,1877.5,756.3,2048,1536,1024,512
20170711_FIRE_bl-e-mobo-c,1440,0.1130,1839.4,705.0,1878.3,756.2,2048,1536,1024,512
20170711_FIRE_bl-e-mobo-c,1620,0.1382,1798.0,688.2,1877.9,757.0,2048,1536,1024,512
20170711_FIRE_bl-e-mobo-c,1620,0.1197,1845.4,718.0,1877.5,756.0,2048,1536,1024,512
20170711_FIRE_bl-e-mobo-c,1860,0.1736,1840.0,723.9,1878.5,757.7,2048,1536,896,0
